annotated_by,category,question
unsupervised,NOT-A-QUESTION,The main use for steam turbines is in electricity generation (in the 1990s about 90% of the world's electric production was by use of steam turbines) however the recent widespread application of large gas turbine units and typical combined cycle power plants has resulted in reduction of this percentage to the 80% regime for steam turbines.
unsupervised,NOT-A-QUESTION,"The majority of the forest is contained within Brazil, with 60% of the rainforest, followed by Peru with 13%, Colombia with 10%, and with minor amounts in Venezuela, Ecuador, Bolivia, Guyana, Suriname and French Guiana."
unsupervised,NOT-A-QUESTION,"The mathematician Zhu Shijie (1249–1314) solved simultaneous equations with up to four unknowns using a rectangular array of coefficients, equivalent to modern matrices."
unsupervised,NOT-A-QUESTION,The mayor of Warsaw is called President.
unsupervised,NOT-A-QUESTION,The mechanisms used to evade the adaptive immune system are more complicated.
unsupervised,NOT-A-QUESTION,The media at the school that lost 16 pupils n 2 teachers in  GermanWingsCrash.
unsupervised,NOT-A-QUESTION,The median age was 35.5 years.
unsupervised,NOT-A-QUESTION,"The medieval Esteve Pharmacy, located in Llívia, a Catalan enclave close to Puigcerdà, also now a museum, dates back to the 15th century, keeping albarellos from the 16th and 17th centuries, old prescription books and antique drugs."
unsupervised,NOT-A-QUESTION,The meeting report states there were 322 persons in attendance at Sessions with about seven-eighths of participants being from governmental organizations.
unsupervised,NOT-A-QUESTION,"The megaregion's area is more expansive, extending east into Las Vegas, Nevada, and south across the Mexican border into Tijuana."
unsupervised,NOT-A-QUESTION,The mermaid (syrenka) is Warsaw's symbol and can be found on statues throughout the city and on the city's coat of arms.
unsupervised,NOT-A-QUESTION,"The middle flow begins as Nederrijn, then changes into Lek, then joins the Noord, thereby forming Nieuwe Maas."
unsupervised,NOT-A-QUESTION,"The more extensive 10-county definition, including Kern and San Luis Obispo counties, is also used based on historical political divisions."
unsupervised,NOT-A-QUESTION,"The more recent type of safety valve uses an adjustable spring-loaded valve, which is locked such that operators may not tamper with its adjustment unless a seal illegally is broken."
unsupervised,NOT-A-QUESTION,"The most famous traveler of the period was the Venetian Marco Polo, whose account of his trip to ""Cambaluc,"" the capital of the Great Khan, and of life there astounded the people of Europe."
unsupervised,NOT-A-QUESTION,"The most general outbreaks in Tudor and Stuart England seem to have begun in 1498, 1535, 1543, 1563, 1589, 1603, 1625, and 1636, and ended with the Great Plague of London in 1665."
unsupervised,NOT-A-QUESTION,"The most notable examples of Renaissance architecture in the city are the house of Baryczko merchant family (1562), building called ""The Negro"" (early 17th century) and Salwator tenement (1632)."
unsupervised,NOT-A-QUESTION,The most poignant memory I've ever had at the Ryder Cup was in 1977 Tom Watson .
unsupervised,NOT-A-QUESTION,"The most recent additions are a center in New Delhi, India, which opened in 2014, and a center in Hong Kong which opened in 2015."
unsupervised,NOT-A-QUESTION,"The most significant buildings are St. John's Cathedral (14th century), the temple is a typical example of the so-called Masovian gothic style, St. Mary's Church (1411), a town house of Burbach family (14th century), Gunpowder Tower (after 1379) and the Royal Castle Curia Maior (1407–1410)."
unsupervised,NOT-A-QUESTION,The most useful instrument for analyzing the performance of steam engines is the steam engine indicator.
unsupervised,NOT-A-QUESTION,The mouth of the Rhine into Lake Constance forms an inland delta.
unsupervised,NOT-A-QUESTION,"The mouths of the Rhine, in the county of Holland, fell to the Burgundian Netherlands in the 15th century; Holland remained contentious territory throughout the European wars of religion and the eventual collapse of the Holy Roman Empire, when the length of the Rhine fell to the First French Empire and its client states."
unsupervised,NOT-A-QUESTION,"The move has been followed by staff cuts, increased subscription prices (including 9% in Sky's family package) and the dropping of the 3D channel."
unsupervised,NOT-A-QUESTION,The move would have had the side effect of fostering relations with the Swiss.
unsupervised,NOT-A-QUESTION,"The name ""public school"" is based on the fact that the schools were open to pupils from anywhere, and not merely to those from a certain locality, and of any religion or occupation."
unsupervised,NOT-A-QUESTION,"The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times."
unsupervised,NOT-A-QUESTION,The natural Rhine originally branched into at least two arms and formed small islands by precipitating sediments.
unsupervised,NOT-A-QUESTION,"The necessity defense has sometimes been used as a shadow defense by civil disobedients to deny guilt without denouncing their politically motivated acts, and to present their political beliefs in the courtroom."
unsupervised,NOT-A-QUESTION,"The neighborhood features restaurants, live theater and nightclubs, as well as several independent shops and bookstores, currently operating on or near Olive Avenue, and all within a few hundred feet of each other."
unsupervised,NOT-A-QUESTION,"The neighborhood lies southwest of the 99 freeway (which divides it from Downtown Fresno), west of the 41 freeway and south of Nielsen Ave (or the newly constructed 180 Freeway), and extends to the city limits to the west and south."
unsupervised,NOT-A-QUESTION,The neoclassical architecture in Warsaw can be described by the simplicity of the geometrical forms teamed with a great inspiration from the Roman period.
unsupervised,NOT-A-QUESTION,The new British command was not in place until July.
unsupervised,NOT-A-QUESTION,"The new package included four channels formerly available free-to-air, broadcasting on Astra's satellites, as well as introducing new channels."
unsupervised,NOT-A-QUESTION,"The nickname may have been a combined reference to the Swiss politician Besançon Hugues (died 1532) and the religiously conflicted nature of Swiss republicanism in his time, using a clever derogatory pun on the name Hugues by way of the Dutch word Huisgenoten (literally housemates), referring to the connotations of a somewhat related word in German Eidgenosse (Confederates as in ""a citizen of one of the states of the Swiss Confederacy"")."
unsupervised,NOT-A-QUESTION,The nobility of England were part of a single Normans culture and many had lands on both sides of the channel.
unsupervised,NOT-A-QUESTION,The normal force is due to repulsive forces of interaction between atoms at close contact.
unsupervised,NOT-A-QUESTION,The numerous historic castles in Rhineland-Palatinate attest to the importance of the river as a commercial route.
unsupervised,NOT-A-QUESTION,"The old position was shared with broadcasters from several European countries, while the new position at 28.5°E came to be used almost exclusively for channels that broadcast to the United Kingdom."
unsupervised,NOT-A-QUESTION,"The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum."
unsupervised,NOT-A-QUESTION,"The oldest park in Praga, the Praga Park, was established in 1865–1871 and designed by Jan Dobrowolski."
unsupervised,NOT-A-QUESTION,The ones that accept government funds are called 'aided' schools.
unsupervised,NOT-A-QUESTION,The opening pages contain a diagram of Pascal's triangle.
unsupervised,NOT-A-QUESTION,"The origin of electric and magnetic fields would not be fully explained until 1864 when James Clerk Maxwell unified a number of earlier theories into a set of 20 scalar equations, which were later reformulated into 4 vector equations by Oliver Heaviside and Josiah Willard Gibbs."
unsupervised,NOT-A-QUESTION,"The original development of this area began circa 1910, on 190 acres of what had been an alfalfa field."
unsupervised,NOT-A-QUESTION,"The other category of schools are those run and partly or fully funded by private individuals, private organizations and religious groups."
unsupervised,NOT-A-QUESTION,The other third of the water flows through the Pannerdens Kanaal and redistributes in the IJssel and Nederrijn.
